,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,8.301602602005005,0.0815856675840798,0.0285410086313883,0.0003391262345454,0.4,0.1,7,221,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 221, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32717.05174365425,-34388.29108105192,-34006.31884577436,-33703.88722349351,715.0099744446079,1
1,8.381552934646606,0.0915048163429471,0.0289655526479085,0.0006666248940774,0.4,0.1,7,221,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 221, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32717.05174365425,-34388.29108105192,-34006.31884577436,-33703.88722349351,715.0099744446079,1
2,8.19462521870931,0.0052304326545429,0.0278632640838623,0.0001587768690974,0.4,0.1,7,221,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 221, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32717.05174365425,-34388.29108105192,-34006.31884577436,-33703.88722349351,715.0099744446079,1
3,5.887596766153972,0.0268788731873478,0.0250240961710612,0.00099022696526,0.4,0.1,7,221,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 221, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32717.05174365425,-34388.29108105192,-34006.31884577436,-33703.88722349351,715.0099744446079,1
4,7.549703280131022,0.1271403640994268,0.0288521448771158,0.001527026786945,0.4,0.1,7,198,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 198, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32730.85817221602,-34397.85940754092,-33983.65297886567,-33704.12351954087,708.6728528813546,2
5,7.513427337010701,0.0421581166723727,0.0278288523356119,0.0002800852017173,0.4,0.1,7,198,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 198, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32730.85817221602,-34397.85940754092,-33983.65297886567,-33704.12351954087,708.6728528813546,1
6,7.992288827896118,0.2558625576752029,0.0277415116628011,0.0006215130876419,0.4,0.1,7,200,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32730.134652322427,-34401.81438781489,-33990.89341096116,-33707.61415036616,711.2494354427639,1
7,7.552872737248738,0.0601633082890721,0.0281816323598225,0.0010349388542671,0.4,0.1,7,200,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32730.134652322427,-34401.81438781489,-33990.89341096116,-33707.61415036616,711.2494354427639,1
8,7.160435040791829,0.2563659985243953,0.0273807843526204,0.0005117903212636,0.4,0.1,7,181,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 181, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32752.29085385703,-34422.37849382592,-33976.155920728976,-33716.941756137305,706.0180208455167,2
9,7.08834973971049,0.0788250628114248,0.030656894048055,0.0017622795500046,0.4,0.1,7,181,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 181, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32752.29085385703,-34422.37849382592,-33976.155920728976,-33716.941756137305,706.0180208455167,1
10,6.861295143763225,0.0333278036529668,0.0271147886912028,0.0003332716141935,0.4,0.1,7,181,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 181, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32752.29085385703,-34422.37849382592,-33976.155920728976,-33716.941756137305,706.0180208455167,1
11,7.1130211353302,0.2445109420364465,0.0271681944529215,0.0001465008395128,0.4,0.1,7,180,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 180, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32754.810256629786,-34425.7312558804,-33978.7122168484,-33719.75124311953,706.3001419935291,2
12,6.131758610407512,0.0074932136322997,0.0267731348673502,0.0005828108341172,0.4,0.1,7,164,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 164, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32751.770428154563,-34438.899666349535,-34023.717022331955,-33738.12903894535,717.7611667698418,1
13,6.224767446517944,0.0513824320897829,0.0276823043823242,0.0013067908277895,0.4,0.1,7,164,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 164, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32751.770428154563,-34438.899666349535,-34023.717022331955,-33738.12903894535,717.7611667698418,1
14,6.205300331115723,0.0243858485274517,0.0276515483856201,0.0004077150106072,0.4,0.1,7,164,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 164, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.4}",-32751.770428154563,-34438.899666349535,-34023.717022331955,-33738.12903894535,717.7611667698418,1
