,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,5.810905615488688,0.0050697813770434,0.0301658312479654,0.0001662721134905,0.36,0.073,9,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 9, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.36}",-37153.61072754191,-42634.705622922105,-39164.01305533879,-39650.77646860093,2263.9647050265103,1
1,5.811831712722778,0.0846569793353625,0.0313079357147216,0.0017987051024691,0.36,0.073,9,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 9, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.36}",-37153.61072754191,-42634.705622922105,-39164.01305533879,-39650.77646860093,2263.9647050265103,1
2,5.733994325002034,0.0683482326223915,0.0296777884165445,1.9328413815522686e-05,0.36,0.073,9,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 9, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.36}",-37153.61072754191,-42634.705622922105,-39164.01305533879,-39650.77646860093,2263.9647050265103,1
3,6.251934130986531,0.0722543777093994,0.0326204299926757,0.0008375581227471,0.36,0.073,9,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 9, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.36}",-37153.61072754191,-42634.705622922105,-39164.01305533879,-39650.77646860093,2263.9647050265103,1
4,5.883616050084432,0.0427347426447758,0.0312992731730143,0.000996370122792,0.36,0.073,9,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 9, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.36}",-37153.61072754191,-42634.705622922105,-39164.01305533879,-39650.77646860093,2263.9647050265103,1
5,5.852109988530477,0.05718973848635,0.0313070615132649,0.0005993656037341,0.324,0.073,10,105,0.792,"{'model__subsample': 0.792, 'model__n_estimators': 105, 'model__max_depth': 10, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-36957.49342561538,-42670.35628251831,-39367.32085100324,-39665.05685304565,2341.7494244872323,1
6,5.7372086842854815,0.0476804466185187,0.0400362809499104,0.0072170170879011,0.324,0.073,10,105,0.792,"{'model__subsample': 0.792, 'model__n_estimators': 105, 'model__max_depth': 10, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-36957.49342561538,-42670.35628251831,-39367.32085100324,-39665.05685304565,2341.7494244872323,1
7,4.12014102935791,0.0274784059568257,0.0258986155192057,0.0007869112584983,0.324,0.073,10,105,0.792,"{'model__subsample': 0.792, 'model__n_estimators': 105, 'model__max_depth': 10, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-36957.49342561538,-42670.35628251831,-39367.32085100324,-39665.05685304565,2341.7494244872323,1
8,4.1192710399627686,0.0299597167602955,0.0251989364624023,0.000449417567061,0.324,0.073,10,105,0.792,"{'model__subsample': 0.792, 'model__n_estimators': 105, 'model__max_depth': 10, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-36957.49342561538,-42670.35628251831,-39367.32085100324,-39665.05685304565,2341.7494244872323,1
9,5.975208044052124,0.0810926472289076,0.0323330561319986,0.0015365394623643,0.324,0.073,10,105,0.792,"{'model__subsample': 0.792, 'model__n_estimators': 105, 'model__max_depth': 10, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-36957.49342561538,-42670.35628251831,-39367.32085100324,-39665.05685304565,2341.7494244872323,1
10,5.346408843994141,0.086137836069564,0.0393036206563313,0.0131107278324828,0.36,0.073,9,95,0.88,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.073, 'model__max_depth': 9, 'model__n_estimators': 95, 'model__subsample': 0.88}",-37128.772254247,-42640.144469697865,-39240.000187285805,-39669.63897041022,2270.425516253788,1
11,3.6827151775360094,0.0114800777641381,0.0237541198730468,0.0001405363769878,0.324,0.073,8,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 8, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-37056.054328913975,-42979.52476953368,-38978.01088850973,-39671.19666231913,2467.4217857219105,2
12,5.2778191566467285,0.2507016327532968,0.0420935153961181,0.0133554938157998,0.324,0.073,8,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 8, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-37056.054328913975,-42979.52476953368,-38978.01088850973,-39671.19666231913,2467.4217857219105,1
13,4.981615861256917,0.0610660958165843,0.0309547583262125,0.0016042216850977,0.324,0.073,8,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 8, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-37056.054328913975,-42979.52476953368,-38978.01088850973,-39671.19666231913,2467.4217857219105,2
14,4.954639673233032,0.010699513633577,0.0292744636535644,0.0002630344442252,0.324,0.073,8,105,0.88,"{'model__subsample': 0.88, 'model__n_estimators': 105, 'model__max_depth': 8, 'model__learning_rate': 0.073, 'model__colsample_bytree': 0.324}",-37056.054328913975,-42979.52476953368,-38978.01088850973,-39671.19666231913,2467.4217857219105,1
