,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5199972788492838,0.0024504508794569,0.0088550249735514,0.00010834742227,0.324,0.121,5,86,0.8,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.121, 'model__max_depth': 5, 'model__n_estimators': 86, 'model__subsample': 0.8}",-11672.945744688404,-12560.117880253842,-12469.174987704057,-12234.079537548769,398.51474464041576,1
1,0.5249115626017252,0.0074799739600049,0.0086698532104492,0.0002210228958324,0.36,0.121,5,86,0.8,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.121, 'model__max_depth': 5, 'model__n_estimators': 86, 'model__subsample': 0.8}",-11672.945744688404,-12560.117880253842,-12469.174987704057,-12234.079537548769,398.51474464041576,1
2,0.4834061463673909,0.0111274494304477,0.0104453563690185,0.0024744729808407,0.324,0.121,5,78,0.8,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.121, 'model__max_depth': 5, 'model__n_estimators': 78, 'model__subsample': 0.8}",-11682.513074924347,-12568.524326792713,-12480.868747039138,-12243.968716252066,398.618617268456,3
3,0.4751796722412109,0.0049009356562421,0.0087431271870931,0.0001549603791998,0.36,0.121,5,78,0.8,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.121, 'model__max_depth': 5, 'model__n_estimators': 78, 'model__subsample': 0.8}",-11682.513074924347,-12568.524326792713,-12480.868747039138,-12243.968716252066,398.618617268456,3
4,0.4454106489817301,0.0014428138272395,0.0090519587198893,0.0001111406277325,0.324,0.11,6,70,0.72,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.11, 'model__max_depth': 6, 'model__n_estimators': 70, 'model__subsample': 0.72}",-11818.999240873422,-12516.417582345552,-12401.516370979796,-12245.644398066255,305.30873959584324,5
5,0.4518929322560628,0.0053991235393231,0.008741537729899,4.022347467710553e-05,0.36,0.11,6,70,0.72,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.11, 'model__max_depth': 6, 'model__n_estimators': 70, 'model__subsample': 0.72}",-11818.999240873422,-12516.417582345552,-12401.516370979796,-12245.644398066255,305.30873959584324,5
6,0.5297210216522217,0.0083404263591672,0.0087879498799641,0.0001356996694034,0.36,0.11,5,86,0.88,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 86, 'model__subsample': 0.88}",-11606.182647401767,-12522.273541442786,-12668.036384903222,-12265.497524582592,469.9884977935753,7
7,0.5354226430257162,0.0205601471585657,0.0092219511667887,0.0009979968261398,0.324,0.11,5,86,0.88,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 86, 'model__subsample': 0.88}",-11606.182647401767,-12522.273541442786,-12668.036384903222,-12265.497524582592,469.9884977935753,7
8,0.5198497772216797,0.0033281285931236,0.0093537171681722,0.0008906176435143,0.396,0.099,5,86,0.72,"{'model__colsample_bytree': 0.396, 'model__learning_rate': 0.099, 'model__max_depth': 5, 'model__n_estimators': 86, 'model__subsample': 0.72}",-11842.817730302946,-12890.835152804488,-12075.038112604532,-12269.56366523732,449.4183444090172,9
9,0.4947110017140706,0.0006634905436266,0.008891741434733,0.0003283682194414,0.36,0.11,6,78,0.72,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.11, 'model__max_depth': 6, 'model__n_estimators': 78, 'model__subsample': 0.72}",-11859.56203063327,-12562.147500395688,-12392.844962419314,-12271.51816448276,299.38462385753115,10
10,0.4939336776733398,0.0083408463958926,0.0089532534281412,0.0001426774459595,0.324,0.11,6,78,0.72,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.11, 'model__max_depth': 6, 'model__n_estimators': 78, 'model__subsample': 0.72}",-11859.56203063327,-12562.147500395688,-12392.844962419314,-12271.51816448276,299.38462385753115,10
11,0.4978610674540202,0.0120297071329045,0.0090754826863606,0.0001211595480125,0.36,0.11,5,78,0.72,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 78, 'model__subsample': 0.72}",-11871.00987115615,-12616.269691332862,-12340.966311628668,-12276.081958039227,307.6908994407603,12
12,0.5848744710286459,0.0549937945223478,0.0091256300608317,9.66330498195302e-05,0.324,0.11,5,78,0.72,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 78, 'model__subsample': 0.72}",-11871.00987115615,-12616.269691332862,-12340.966311628668,-12276.081958039227,307.6908994407603,12
13,0.4402661323547363,0.0137097106409931,0.0087857246398925,0.0002247806351347,0.36,0.11,5,70,0.72,"{'model__colsample_bytree': 0.36, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 70, 'model__subsample': 0.72}",-11802.474844297836,-12656.392904365332,-12389.117421208864,-12282.661723290676,356.64513178769613,14
14,0.4573824405670166,0.0252064312246305,0.0090314547220865,0.0003280300215539,0.324,0.11,5,70,0.72,"{'model__colsample_bytree': 0.324, 'model__learning_rate': 0.11, 'model__max_depth': 5, 'model__n_estimators': 70, 'model__subsample': 0.72}",-11802.474844297836,-12656.392904365332,-12389.117421208864,-12282.661723290676,356.64513178769613,14
